smiles,cation_name,cation_smiles,anion_name,anion_smiles,molecular_weight
CC=C[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C1-allyl,CC=C[n+]1ccn(C)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,303.312
CC=C[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,IM-C1-allyl,CC=C[n+]1ccn(C)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,238.063
CC=C[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,IM-C1-allyl,CC=C[n+]1ccn(C)c1,DEP,CCOP([O-])(=O)OCC,276.27299999999997
CC=C[n+]1ccn(C)c1.CS(=O)(=O)[O-],IM-C1-allyl,CC=C[n+]1ccn(C)c1,MeSO3,CS([O-])(=O)=O,218.27799999999996
CC=C[n+]1ccn(C)c1.O=C[O-],IM-C1-allyl,CC=C[n+]1ccn(C)c1,Formate,[O-]C=O,168.19599999999997
CC=C[n+]1ccn(C)c1.O=C([O-])c1ccccc1,IM-C1-allyl,CC=C[n+]1ccn(C)c1,Benzoate,[O-]C(=O)c1ccccc1,244.29399999999998
CC1=C[n+]2ccn(C)c2C=CC=C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,453.386
CC1=C[n+]2ccn(C)c2C=CC=C1.F[B-](F)(F)F,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,BF4,F[B-](F)(F)F,260.043
CC1=C[n+]2ccn(C)c2C=CC=C1.F[P-](F)(F)(F)(F)F,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,PF6,F[P-](F)(F)(F)(F)F,318.20099999999996
CC1=C[n+]2ccn(C)c2C=CC=C1.[Cl-],IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,Cl,[Cl-],208.692
CC1=C[n+]2ccn(C)c2C=CC=C1.[Br-],IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,Br,[Br-],253.143
CC1=C[n+]2ccn(C)c2C=CC=C1.N#C[N-]C#N,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,DCA,N#C[N-]C#N,239.282
CC1=C[n+]2ccn(C)c2C=CC=C1.N#C[C-](C#N)C#N,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,TCM,[C-](C#N)(C#N)C#N,263.304
CC(=O)[O-].CC1=C[n+]2ccn(C)c2C=CC=C1,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,OAc,CC([O-])=O,232.283
CC1=C[n+]2ccn(C)c2C=CC=C1.N#C[S-],IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,SCN,[S-]C#N,231.324
CC1=C[n+]2ccn(C)c2C=CC=C1.O=[N+]([O-])[O-],IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,NO3,[O-][N+]([O-])=O,235.243
CC1=C[n+]2ccn(C)c2C=CC=C1.O=S(=O)([O-])C(F)(F)F,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,OTf,[O-]S(=O)(=O)C(F)(F)F,322.308
CC1=C[n+]2ccn(C)c2C=CC=C1.CCOS(=O)(=O)[O-],IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,EtSO4,CCOS([O-])(=O)=O,298.36400000000003
CC1=C[n+]2ccn(C)c2C=CC=C1.COS(=O)(=O)[O-],IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,MeSO4,COS([O-])(=O)=O,284.33700000000005
CC1=C[n+]2ccn(C)c2C=CC=C1.O=S(=O)([O-])O,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,HSO4,[O-]S(O)(=O)=O,270.31
CC1=C[n+]2ccn(C)c2C=CC=C1.NCC(=O)[O-],IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,Gly,[NH2]CC([O-])=O,247.29799999999997
CC1=C[n+]2ccn(C)c2C=CC=C1.O=C([O-])C1CCCN1,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,Pro,[O-]C(=O)C1CCCN1,287.36300000000006
CC(O)C(=O)[O-].CC1=C[n+]2ccn(C)c2C=CC=C1,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,Lac,CC(O)C([O-])=O,262.309
CC1=C[n+]2ccn(C)c2C=CC=C1.O=C([O-])C(F)(F)F,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,TFA,[O-]C(=O)C(F)(F)F,286.253
CC1=C[n+]2ccn(C)c2C=CC=C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,553.4000000000002
CC1=C[n+]2ccn(C)c2C=CC=C1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,353.37200000000007
CC1=C[n+]2ccn(C)c2C=CC=C1.N#C[B-](C#N)(C#N)C#N,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,288.12300000000005
CC1=C[n+]2ccn(C)c2C=CC=C1.CCOP(=O)([O-])OCC,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,DEP,CCOP([O-])(=O)OCC,326.3330000000001
CC1=C[n+]2ccn(C)c2C=CC=C1.CS(=O)(=O)[O-],IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,MeSO3,CS([O-])(=O)=O,268.338
CC1=C[n+]2ccn(C)c2C=CC=C1.O=C[O-],IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,Formate,[O-]C=O,218.256
CC1=C[n+]2ccn(C)c2C=CC=C1.O=C([O-])c1ccccc1,IM-C1-benzyl,CC1=C[n+]2ccn(C)c2C=CC=C1,Benzoate,[O-]C(=O)c1ccccc1,294.354
CCCO[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,421.341
CCCO[n+]1ccn(C)c1.F[B-](F)(F)F,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,BF4,F[B-](F)(F)F,227.99799999999996
CCCO[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,PF6,F[P-](F)(F)(F)(F)F,286.15599999999995
CCCO[n+]1ccn(C)c1.[Cl-],IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,Cl,[Cl-],176.647
CCCO[n+]1ccn(C)c1.[Br-],IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,Br,[Br-],221.09799999999998
CCCO[n+]1ccn(C)c1.N#C[N-]C#N,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,DCA,N#C[N-]C#N,207.237
CCCO[n+]1ccn(C)c1.N#C[C-](C#N)C#N,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,TCM,[C-](C#N)(C#N)C#N,231.259
CC(=O)[O-].CCCO[n+]1ccn(C)c1,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,OAc,CC([O-])=O,200.23799999999997
CCCO[n+]1ccn(C)c1.N#C[S-],IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,SCN,[S-]C#N,199.279
CCCO[n+]1ccn(C)c1.O=[N+]([O-])[O-],IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,NO3,[O-][N+]([O-])=O,203.19799999999998
CCCO[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,290.263
CCCO[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,EtSO4,CCOS([O-])(=O)=O,266.31899999999996
CCCO[n+]1ccn(C)c1.COS(=O)(=O)[O-],IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,MeSO4,COS([O-])(=O)=O,252.29199999999997
CCCO[n+]1ccn(C)c1.O=S(=O)([O-])O,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,HSO4,[O-]S(O)(=O)=O,238.265
CCCO[n+]1ccn(C)c1.NCC(=O)[O-],IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,Gly,[NH2]CC([O-])=O,215.25299999999996
CCCO[n+]1ccn(C)c1.O=C([O-])C1CCCN1,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,Pro,[O-]C(=O)C1CCCN1,255.31799999999996
CC(O)C(=O)[O-].CCCO[n+]1ccn(C)c1,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,Lac,CC(O)C([O-])=O,230.26399999999998
CCCO[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,TFA,[O-]C(=O)C(F)(F)F,254.20799999999994
CCCO[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,521.355
CCCO[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,321.327
CCCO[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,256.078
CCCO[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,DEP,CCOP([O-])(=O)OCC,294.288
CCCO[n+]1ccn(C)c1.CS(=O)(=O)[O-],IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,MeSO3,CS([O-])(=O)=O,236.29299999999998
CCCO[n+]1ccn(C)c1.O=C[O-],IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,Formate,[O-]C=O,186.21099999999998
CCCO[n+]1ccn(C)c1.O=C([O-])c1ccccc1,IM-C1-hydroxyethyl,CCCO[n+]1ccn(C)c1,Benzoate,[O-]C(=O)c1ccccc1,262.30899999999997
CCOC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,421.341
CCOC[n+]1ccn(C)c1.F[B-](F)(F)F,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,BF4,F[B-](F)(F)F,227.99799999999996
CCOC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,PF6,F[P-](F)(F)(F)(F)F,286.15599999999995
CCOC[n+]1ccn(C)c1.[Cl-],IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,Cl,[Cl-],176.647
CCOC[n+]1ccn(C)c1.[Br-],IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,Br,[Br-],221.09799999999998
CCOC[n+]1ccn(C)c1.N#C[N-]C#N,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,DCA,N#C[N-]C#N,207.237
CCOC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,TCM,[C-](C#N)(C#N)C#N,231.259
CC(=O)[O-].CCOC[n+]1ccn(C)c1,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,OAc,CC([O-])=O,200.23799999999997
CCOC[n+]1ccn(C)c1.N#C[S-],IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,SCN,[S-]C#N,199.279
CCOC[n+]1ccn(C)c1.O=[N+]([O-])[O-],IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,NO3,[O-][N+]([O-])=O,203.19799999999998
CCOC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,290.263
CCOC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,EtSO4,CCOS([O-])(=O)=O,266.31899999999996
CCOC[n+]1ccn(C)c1.COS(=O)(=O)[O-],IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,MeSO4,COS([O-])(=O)=O,252.29199999999997
CCOC[n+]1ccn(C)c1.O=S(=O)([O-])O,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,HSO4,[O-]S(O)(=O)=O,238.265
CCOC[n+]1ccn(C)c1.NCC(=O)[O-],IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,Gly,[NH2]CC([O-])=O,215.25299999999996
CCOC[n+]1ccn(C)c1.O=C([O-])C1CCCN1,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,Pro,[O-]C(=O)C1CCCN1,255.31799999999996
CC(O)C(=O)[O-].CCOC[n+]1ccn(C)c1,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,Lac,CC(O)C([O-])=O,230.26399999999998
CCOC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,TFA,[O-]C(=O)C(F)(F)F,254.20799999999994
CCOC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,521.355
CCOC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,321.327
CCOC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,256.078
CCOC[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,DEP,CCOP([O-])(=O)OCC,294.288
CCOC[n+]1ccn(C)c1.CS(=O)(=O)[O-],IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,MeSO3,CS([O-])(=O)=O,236.29299999999998
CCOC[n+]1ccn(C)c1.O=C[O-],IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,Formate,[O-]C=O,186.21099999999998
CCOC[n+]1ccn(C)c1.O=C([O-])c1ccccc1,IM-C1-methoxyethyl,CCOC[n+]1ccn(C)c1,Benzoate,[O-]C(=O)c1ccccc1,262.30899999999997
CCn1cc[n+](C)c1.F[B-](F)(F)F,IM-C2-C1,CCn1cc[n+](C)c1,BF4,F[B-](F)(F)F,197.97199999999998
CCn1cc[n+](C)c1.[Br-],IM-C2-C1,CCn1cc[n+](C)c1,Br,[Br-],191.072
CCn1cc[n+](C)c1.N#C[S-],IM-C2-C1,CCn1cc[n+](C)c1,SCN,[S-]C#N,169.253
CCn1cc[n+](C)c1.O=[N+]([O-])[O-],IM-C2-C1,CCn1cc[n+](C)c1,NO3,[O-][N+]([O-])=O,173.17199999999997
CCn1cc[n+](C)c1.NCC(=O)[O-],IM-C2-C1,CCn1cc[n+](C)c1,Gly,[NH2]CC([O-])=O,185.22699999999998
CCn1cc[n+](C)c1.O=C([O-])C1CCCN1,IM-C2-C1,CCn1cc[n+](C)c1,Pro,[O-]C(=O)C1CCCN1,225.29199999999997
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-C1,CCn1cc[n+](C)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,491.329
CCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-C1,CCn1cc[n+](C)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,291.301
CCn1cc[n+](C)c1.O=C[O-],IM-C2-C1,CCn1cc[n+](C)c1,Formate,[O-]C=O,156.185
CCn1cc[n+](C)c1.O=C([O-])c1ccccc1,IM-C2-C1,CCn1cc[n+](C)c1,Benzoate,[O-]C(=O)c1ccccc1,232.28300000000002
CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-C2,CCn1cc[n+](CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,405.34200000000004
CCn1cc[n+](CC)c1.F[B-](F)(F)F,IM-C2-C2,CCn1cc[n+](CC)c1,BF4,F[B-](F)(F)F,211.99899999999997
CCn1cc[n+](CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-C2,CCn1cc[n+](CC)c1,PF6,F[P-](F)(F)(F)(F)F,270.1569999999999
CCn1cc[n+](CC)c1.[Cl-],IM-C2-C2,CCn1cc[n+](CC)c1,Cl,[Cl-],160.648
CCn1cc[n+](CC)c1.[Br-],IM-C2-C2,CCn1cc[n+](CC)c1,Br,[Br-],205.099
CCn1cc[n+](CC)c1.N#C[N-]C#N,IM-C2-C2,CCn1cc[n+](CC)c1,DCA,N#C[N-]C#N,191.238
CCn1cc[n+](CC)c1.N#C[C-](C#N)C#N,IM-C2-C2,CCn1cc[n+](CC)c1,TCM,[C-](C#N)(C#N)C#N,215.26
CC(=O)[O-].CCn1cc[n+](CC)c1,IM-C2-C2,CCn1cc[n+](CC)c1,OAc,CC([O-])=O,184.23899999999998
CCn1cc[n+](CC)c1.N#C[S-],IM-C2-C2,CCn1cc[n+](CC)c1,SCN,[S-]C#N,183.28
CCn1cc[n+](CC)c1.O=[N+]([O-])[O-],IM-C2-C2,CCn1cc[n+](CC)c1,NO3,[O-][N+]([O-])=O,187.19899999999998
CCn1cc[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-C2,CCn1cc[n+](CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,274.26399999999995
CCOS(=O)(=O)[O-].CCn1cc[n+](CC)c1,IM-C2-C2,CCn1cc[n+](CC)c1,EtSO4,CCOS([O-])(=O)=O,250.31999999999996
CCn1cc[n+](CC)c1.COS(=O)(=O)[O-],IM-C2-C2,CCn1cc[n+](CC)c1,MeSO4,COS([O-])(=O)=O,236.29299999999998
CCn1cc[n+](CC)c1.O=S(=O)([O-])O,IM-C2-C2,CCn1cc[n+](CC)c1,HSO4,[O-]S(O)(=O)=O,222.266
CCn1cc[n+](CC)c1.NCC(=O)[O-],IM-C2-C2,CCn1cc[n+](CC)c1,Gly,[NH2]CC([O-])=O,199.25399999999996
CCn1cc[n+](CC)c1.O=C([O-])C1CCCN1,IM-C2-C2,CCn1cc[n+](CC)c1,Pro,[O-]C(=O)C1CCCN1,239.31899999999996
CC(O)C(=O)[O-].CCn1cc[n+](CC)c1,IM-C2-C2,CCn1cc[n+](CC)c1,Lac,CC(O)C([O-])=O,214.265
CCn1cc[n+](CC)c1.O=C([O-])C(F)(F)F,IM-C2-C2,CCn1cc[n+](CC)c1,TFA,[O-]C(=O)C(F)(F)F,238.20899999999995
CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-C2,CCn1cc[n+](CC)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,505.356
CCn1cc[n+](CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-C2,CCn1cc[n+](CC)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,305.32800000000003
CCn1cc[n+](CC)c1.N#C[B-](C#N)(C#N)C#N,IM-C2-C2,CCn1cc[n+](CC)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,240.079
CCOP(=O)([O-])OCC.CCn1cc[n+](CC)c1,IM-C2-C2,CCn1cc[n+](CC)c1,DEP,CCOP([O-])(=O)OCC,278.289
CCn1cc[n+](CC)c1.CS(=O)(=O)[O-],IM-C2-C2,CCn1cc[n+](CC)c1,MeSO3,CS([O-])(=O)=O,220.29399999999998
CCn1cc[n+](CC)c1.O=C[O-],IM-C2-C2,CCn1cc[n+](CC)c1,Formate,[O-]C=O,170.212
CCn1cc[n+](CC)c1.O=C([O-])c1ccccc1,IM-C2-C2,CCn1cc[n+](CC)c1,Benzoate,[O-]C(=O)c1ccccc1,246.31
CCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-C3,CCC[n+]1ccn(CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,419.369
CCC[n+]1ccn(CC)c1.F[B-](F)(F)F,IM-C2-C3,CCC[n+]1ccn(CC)c1,BF4,F[B-](F)(F)F,226.02599999999995
CCC[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-C3,CCC[n+]1ccn(CC)c1,PF6,F[P-](F)(F)(F)(F)F,284.1839999999999
CCC[n+]1ccn(CC)c1.[Cl-],IM-C2-C3,CCC[n+]1ccn(CC)c1,Cl,[Cl-],174.67499999999998
CCC[n+]1ccn(CC)c1.[Br-],IM-C2-C3,CCC[n+]1ccn(CC)c1,Br,[Br-],219.12599999999998
CCC[n+]1ccn(CC)c1.N#C[N-]C#N,IM-C2-C3,CCC[n+]1ccn(CC)c1,DCA,N#C[N-]C#N,205.265
CCC[n+]1ccn(CC)c1.N#C[C-](C#N)C#N,IM-C2-C3,CCC[n+]1ccn(CC)c1,TCM,[C-](C#N)(C#N)C#N,229.28699999999998
CC(=O)[O-].CCC[n+]1ccn(CC)c1,IM-C2-C3,CCC[n+]1ccn(CC)c1,OAc,CC([O-])=O,198.26599999999996
CCC[n+]1ccn(CC)c1.N#C[S-],IM-C2-C3,CCC[n+]1ccn(CC)c1,SCN,[S-]C#N,197.307
CCC[n+]1ccn(CC)c1.O=[N+]([O-])[O-],IM-C2-C3,CCC[n+]1ccn(CC)c1,NO3,[O-][N+]([O-])=O,201.22599999999997
CCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-C3,CCC[n+]1ccn(CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,288.29099999999994
CCC[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],IM-C2-C3,CCC[n+]1ccn(CC)c1,EtSO4,CCOS([O-])(=O)=O,264.347
CCC[n+]1ccn(CC)c1.COS(=O)(=O)[O-],IM-C2-C3,CCC[n+]1ccn(CC)c1,MeSO4,COS([O-])(=O)=O,250.31999999999996
CCC[n+]1ccn(CC)c1.O=S(=O)([O-])O,IM-C2-C3,CCC[n+]1ccn(CC)c1,HSO4,[O-]S(O)(=O)=O,236.29299999999998
CCC[n+]1ccn(CC)c1.NCC(=O)[O-],IM-C2-C3,CCC[n+]1ccn(CC)c1,Gly,[NH2]CC([O-])=O,213.28099999999995
CCC[n+]1ccn(CC)c1.O=C([O-])C1CCCN1,IM-C2-C3,CCC[n+]1ccn(CC)c1,Pro,[O-]C(=O)C1CCCN1,253.34599999999995
CC(O)C(=O)[O-].CCC[n+]1ccn(CC)c1,IM-C2-C3,CCC[n+]1ccn(CC)c1,Lac,CC(O)C([O-])=O,228.29199999999997
CCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,IM-C2-C3,CCC[n+]1ccn(CC)c1,TFA,[O-]C(=O)C(F)(F)F,252.23599999999993
CCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-C3,CCC[n+]1ccn(CC)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,519.383
CCC[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-C3,CCC[n+]1ccn(CC)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,319.355
CCC[n+]1ccn(CC)c1.N#C[B-](C#N)(C#N)C#N,IM-C2-C3,CCC[n+]1ccn(CC)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,254.106
CCC[n+]1ccn(CC)c1.CCOP(=O)([O-])OCC,IM-C2-C3,CCC[n+]1ccn(CC)c1,DEP,CCOP([O-])(=O)OCC,292.31600000000003
CCC[n+]1ccn(CC)c1.CS(=O)(=O)[O-],IM-C2-C3,CCC[n+]1ccn(CC)c1,MeSO3,CS([O-])(=O)=O,234.32099999999997
CCC[n+]1ccn(CC)c1.O=C[O-],IM-C2-C3,CCC[n+]1ccn(CC)c1,Formate,[O-]C=O,184.23899999999998
CCC[n+]1ccn(CC)c1.O=C([O-])c1ccccc1,IM-C2-C3,CCC[n+]1ccn(CC)c1,Benzoate,[O-]C(=O)c1ccccc1,260.337
CCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-C4,CCCC[n+]1ccn(CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,433.396
CCCC[n+]1ccn(CC)c1.F[B-](F)(F)F,IM-C2-C4,CCCC[n+]1ccn(CC)c1,BF4,F[B-](F)(F)F,240.05299999999997
CCCC[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-C4,CCCC[n+]1ccn(CC)c1,PF6,F[P-](F)(F)(F)(F)F,298.21099999999996
CCCC[n+]1ccn(CC)c1.[Cl-],IM-C2-C4,CCCC[n+]1ccn(CC)c1,Cl,[Cl-],188.702
CCCC[n+]1ccn(CC)c1.[Br-],IM-C2-C4,CCCC[n+]1ccn(CC)c1,Br,[Br-],233.153
CCCC[n+]1ccn(CC)c1.N#C[N-]C#N,IM-C2-C4,CCCC[n+]1ccn(CC)c1,DCA,N#C[N-]C#N,219.292
CCCC[n+]1ccn(CC)c1.N#C[C-](C#N)C#N,IM-C2-C4,CCCC[n+]1ccn(CC)c1,TCM,[C-](C#N)(C#N)C#N,243.314
CC(=O)[O-].CCCC[n+]1ccn(CC)c1,IM-C2-C4,CCCC[n+]1ccn(CC)c1,OAc,CC([O-])=O,212.29299999999998
CCCC[n+]1ccn(CC)c1.N#C[S-],IM-C2-C4,CCCC[n+]1ccn(CC)c1,SCN,[S-]C#N,211.334
CCCC[n+]1ccn(CC)c1.O=[N+]([O-])[O-],IM-C2-C4,CCCC[n+]1ccn(CC)c1,NO3,[O-][N+]([O-])=O,215.253
